"Id","organizationname","departmentname","jobname"
1515,Peterborough Regional Health Center,AS MAT MGMT REPROCESSING SPD,"P/T AIDE/ATTD.ENDO, SPD/RPRSSNG"
1516,Peterborough Regional Health Center,AS MAT MGMT REPROCESSING SPD,"P/T SURG.SUITE ASST., SPD"
1517,Peterborough Regional Health Center,AS MM SUPPLY CHAIN STORES,F/T CLK.4 SUP CHN COHPA
1518,Peterborough Regional Health Center,AS MM SUPPLY CHAIN STORES,"MANAGER, LOGISTICS"
1519,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"F/T CLERK 3, W5 S.O.P."
1520,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"F/T CLK.4, W5 S.O.P."
1521,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"F/T MANAGER, SOP - DAY SURGERY"
1523,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"F/T R.P.N., W5 S.O.P."
1524,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"P/T CLERK 3, W5 S.O.P."
1525,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"P/T CLK4, W5 S.O.P."
1526,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"P/T R.N., W5 S.O.P."
1527,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"P/T R.P.N., W5 S.O.P."
1528,Peterborough Regional Health Center,OR IP SURGICAL CASES,"DIRECTOR, SURGERY & MOP"
1529,Peterborough Regional Health Center,OR IP SURGICAL CASES,"F/T CLK.5, W5 O.R."
1530,Peterborough Regional Health Center,OR IP SURGICAL CASES,"F/T R.N., W5 O.R."
1531,Peterborough Regional Health Center,OR IP SURGICAL CASES,"F/T R.P.N.(TECH), W5 O.R."
1532,Peterborough Regional Health Center,OR IP SURGICAL CASES,F/T RN  OR/PACU FLOAT
1534,Peterborough Regional Health Center,OR IP SURGICAL CASES,"P/T CLERK 2, O.R."
1535,Peterborough Regional Health Center,OR IP SURGICAL CASES,"P/T R.N., W5 O.R."
1536,Peterborough Regional Health Center,OR IP SURGICAL CASES,"P/T R.P.N.(TECH), W5 O.R."
1537,Peterborough Regional Health Center,PARR-PACU,"F/T R.N., PACU"
1538,Peterborough Regional Health Center,PARR-PACU,"P/T R.N., PACU"
1539,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"F/T NURSE PRACTIONER, GAIN"
1540,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"P/T NURSE PRACTIONER, GAIN"
1541,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"F/T NURSE PRACTIONER, WHCC"
1542,Peterborough Regional Health Center,AC CLINIC METABOLIC GENERAL,"F/T NURSE PRACTIONER, CCDC"
1543,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T NP, AC CLINIC PAED OBESITY"
1545,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T NURSE PRACTIONER, DIALYSIS"
1546,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"NURSE PRACTIONER, WHCC"
1547,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,F/T NURSE PRACTIONER
1548,Peterborough Regional Health Center,AS EXECUTIVE OFFICE,"F/T PRESIDENT & CEO, PHRC"
1549,Peterborough Regional Health Center,AS EXECUTIVE OFFICE,"PRESIDENT & CEO, PRHC"
1550,Peterborough Regional Health Center,EDU IN SERVICE NURSING IP,"F/T NURSE PRACTITIONER, DIABETES MANAGEMENT"
1551,Peterborough Regional Health Center,IP CCC C2,"F/T NURSE PRACTIONER, C2 CCC"
1552,Peterborough Regional Health Center,IP CLINICAL PROF PRACTICE,"F/T NURSE PRACTIONER, HSPTLST"
1553,Peterborough Regional Health Center,IP MEDICAL B3/C3 COMBINED,F/T NURSE PRACTIONER IPMEDB3C3
1554,Peterborough Regional Health Center,IP MEDICAL HOSPITALIST,"F/T NURSE PRACTIONER, HSPTLST"
1556,Peterborough Regional Health Center,RS RESPIRATORY SERVICES,"F/T R.R.T., RESP. THERAPY"
1557,Peterborough Regional Health Center,RS RESPIRATORY SERVICES,F/T R.R.T.LEADER
1558,Peterborough Regional Health Center,RS RESPIRATORY SERVICES,"P/T R.R.T., RESP. THERAPY"
1559,Peterborough Regional Health Center,AS COMMUNICATIONS VISITOR INFO,"F/T CLK.4, SWITCHBOARD"
1560,Peterborough Regional Health Center,AS COMMUNICATIONS VISITOR INFO,"P/T CLK.4, SWITCHBOARD"
1561,Peterborough Regional Health Center,AS REGISTRATION ADMITTING,"F/T CLERK 3, ADMITTING"
1562,Peterborough Regional Health Center,AS REGISTRATION ADMITTING,"F/T CLERK 4, ADMITTING"
1563,Peterborough Regional Health Center,AS REGISTRATION ADMITTING,"P/T CLERK 3, ADMITTING"
1564,Peterborough Regional Health Center,AS REGISTRATION ADMITTING,"P/T CLERK 4, ADMITTING"
1565,Peterborough Regional Health Center,AC CLINIC COMBINED GEN MED SUR,"F/T CLK.3, AC COMB.GEN.MED/SUR"
1567,Peterborough Regional Health Center,AC CLINIC COMBINED GEN MED SUR,"P/T CLK.4, AC COMB.GEN.MED/SUR"
1568,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"F/T CLK.4, GAIN CLINIC"
1569,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"P/T CLK.4, GAIN CLINIC"
1570,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"F/T CLERK 3, WHCC"
1571,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"F/T CLERK 4, WHCC"
1572,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"F/T MANAGER, WHC BAC SA/DV"
1573,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"P/T CLERK 3, WHCC"
1574,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"P/T CLERK 4, WHCC"
1575,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"F/T CLERK 3, DIAB.CLIN.ADULT"
1576,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"P/T CLERK 3, DIAB.CLIN.ADULT"
1578,Peterborough Regional Health Center,AC CLINIC NEPHROLOGY,F/T CLERK 3 DIALYSIS
1579,Peterborough Regional Health Center,AC CLINIC NEPHROLOGY,"F/T CLK.4, NEPH DIALYSIS ."
1580,Peterborough Regional Health Center,AC CLINIC NEPHROLOGY,P/T RC4 CLK3 NEPH DIALYSIS
1581,Peterborough Regional Health Center,AC CLINIC ORTHO INTAKE,"P/T CLK.GEN.4, ORTHO INTAKE CL"
1582,Peterborough Regional Health Center,AC CLINIC ORTHOPEDIC GENERAL,"P/T CLK.4, W3 ORTHO CLINIC"
1583,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,F/T CLK.4 AC PAED.CLINIC (POP)
1584,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,P/T CLK.4 AC PAED.CLINIC (POP)
1585,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"DIRECTOR, RENAL/METABOLIC/ONC."
1586,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,F/T MANAGER 8
1587,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"FT MANAGER, REG.RENAL/METABOLIC"
1589,Peterborough Regional Health Center,AS HEALTH RECORDS,F/T RC5 CLK4 AS HLTH RECORD
1591,Peterborough Regional Health Center,COVID-19 ASSESSMENT CENTRE,"F/T CLERK 3, COVID ASSESSMENT"
1592,Peterborough Regional Health Center,COVID-19 ASSESSMENT CENTRE,FT CLERK 3 M
1593,Peterborough Regional Health Center,COVID-19 ASSESSMENT CENTRE,"P/T CLERK 3, COVID ASSESSMENT"
1594,Peterborough Regional Health Center,OV ADMIN,"MANAGER, OUTPATIENT MENTAL HLT"
1595,Peterborough Regional Health Center,OV COM GAIN OUTREACH,"F/T CLK.4, GAIN"
1596,Peterborough Regional Health Center,RS PULMONARY FUNCTN LABORATORY,P/T CLERK 3 PULMONARY FUN RC4
1597,Peterborough Regional Health Center,TH GENETICS COUNSELING,"P/T CLK.GEN.4, GENETICS"
1815,Scarborough Health Network,BR ORTHOPAEDIC CLINIC,ORTHOPAEDIC TECHNOLOGIST
1816,Scarborough Health Network,BR ORTHOPAEDIC CLINIC,REGISTERED PRACTICAL NURSE
1817,Scarborough Health Network,BR SACC,REGISTERED NURSE
1818,Scarborough Health Network,BRIDGEPOINT HEMO DIALYSIS,REGISTERED NURSE
1819,Scarborough Health Network,C CARDIAC REHAB,DIETITIAN
1820,Scarborough Health Network,C CARDIAC REHAB,SMOKING CESSATION COORDINATOR
1821,Scarborough Health Network,C FRACTURE CLINIC,ORTHOPAEDIC TECHNOLOGIST
1822,Scarborough Health Network,C FRACTURE CLINIC,REGISTERED PRACTICAL NURSE
1823,Scarborough Health Network,C GAINS CLINIC,OCCUPATIONAL THERAPIST
1824,Scarborough Health Network,C GAINS CLINIC,PHYSIOTHERAPIST
1825,Scarborough Health Network,C GAINS CLINIC,REGISTERED NURSE - CENTENARY
1826,Scarborough Health Network,C GAINS CLINIC,REGISTERED PRACTICAL NURSE
1827,Scarborough Health Network,C GAINS CLINIC,SOCIAL WORKER - M.S.W.
1828,Scarborough Health Network,C GENETICS COUNSELLING,GENETICS COUNSELLOR
1829,Scarborough Health Network,C PAEDIATRICS O/P,REGISTERED NURSE
1830,Scarborough Health Network,C PAEDIATRICS O/P,REGISTERED PRACTICAL NURSE
1831,Scarborough Health Network,GAIN GERIATRIC CLINIC,OCCUPATIONAL THERAPIST
1832,Scarborough Health Network,GAIN GERIATRIC CLINIC,PHYSIOTHERAPIST
1833,Scarborough Health Network,GAIN GERIATRIC CLINIC,REGISTERED PRACTICAL NURSE
1834,Scarborough Health Network,GAIN GERIATRIC CLINIC,SOCIAL WORKER - M.S.W.
1835,Scarborough Health Network,HEART FUNCTION CLINIC,REGISTERED NURSE
1836,Scarborough Health Network,HEMO YEE HONG DIALYSIS,REGISTERED NURSE
1837,Scarborough Health Network,HEMO YEE HONG DIALYSIS,REGISTERED PRACTICAL NURSE
1838,Scarborough Health Network,HEMO YEE HONG DIALYSIS,TEAM ATTENDANT
1839,Scarborough Health Network,HEMODIALYSIS CENTENARY,REGISTERED NURSE
1840,Scarborough Health Network,HEMODIALYSIS CENTENARY,REGISTERED PRACTICAL NURSE
1841,Scarborough Health Network,HEMODIALYSIS CENTENARY,TEAM ATTENDANT
1842,Scarborough Health Network,HEMODIALYSIS UNIT - CP2,PATIENT CARE COORDINATOR
1843,Scarborough Health Network,HEMODIALYSIS UNIT - CP2,REGISTERED NURSE
1844,Scarborough Health Network,HEMODIALYSIS UNIT - CP2,REGISTERED PRACTICAL NURSE
1845,Scarborough Health Network,HEMODIALYSIS UNIT - CP2,TEAM ATTENDANT
1846,Scarborough Health Network,HOME PERITONEAL DIALYSIS TEACH,REGISTERED NURSE
1847,Scarborough Health Network,NEPHROLOGY VISITS (DIALYSIS),REGISTERED NURSE
1848,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,ABSENCE MANAGEMENT PROGRAM LEAD
1849,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,ADMINISTRATIVE ASSISTANT
1850,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,EMPLOYEE HEALTH MANAGEMENT SPECIALIST
2376,Scarborough Health Network,BR PRE ADMISSION SERVICES,PRE-ADMIT CLERK 4
2377,Scarborough Health Network,BR SAME DAY SURGERY,CAS REGISTERED NURSE
2378,Scarborough Health Network,BR SAME DAY SURGERY,REGISTERED NURSE
2379,Scarborough Health Network,BR SAME DAY SURGERY,UNIT CLERK 4
2380,Scarborough Health Network,BR SURGICAL SUITES,INVENTORY COORDINATOR
2381,Scarborough Health Network,BR SURGICAL SUITES,REGISTERED NURSE
2382,Scarborough Health Network,BR SURGICAL SUITES,REGISTERED PRACTICAL NURSE
2383,Scarborough Health Network,BR SURGICAL SUITES,UNIT CLERK 4
2384,Scarborough Health Network,BR SURGICAL SUITES,UNIT CLERK II
2385,Scarborough Health Network,C DAY SURGERY UNIT,REGISTERED NURSE
2386,Scarborough Health Network,C DAY SURGERY UNIT,SECRETARY II
2387,Scarborough Health Network,C OR -MAIN,INVENTORY ANALYST
2388,Scarborough Health Network,C OR -MAIN,REGISTERED NURSE
2389,Scarborough Health Network,C OR -MAIN,REGISTERED NURSE FIRST ASSISTANT
2390,Scarborough Health Network,C OR -MAIN,REGISTERED PRACTICAL NURSE
2391,Scarborough Health Network,C OR -MAIN,UNIT CLERK
2392,Scarborough Health Network,C OR -MAIN,UNIT CLERK II
2393,Scarborough Health Network,C OR -MAIN,UNIT COORDINATOR
2394,Scarborough Health Network,C PACU/POST ANESTH CARE UNIT,REGISTERED NURSE
2395,Scarborough Health Network,C PACU/POST ANESTH CARE UNIT,UNIT CLERK
2396,Scarborough Health Network,C PRE-OP CLINIC,BOOKING CLERK OR
2397,Scarborough Health Network,C PRE-OP CLINIC,REGISTERED NURSE
1667,Ross Memorial Hospital,NFP,"RPN, FLOAT"
1668,Ross Memorial Hospital,CORE,LAB TECHNICIAN
1669,Ross Memorial Hospital,CORE,MEDICAL LAB TECHNOLOGIST
1670,Ross Memorial Hospital,CORE,MEDICAL LABORATORY TECHNOLOGIST
1671,Ross Memorial Hospital,CORE,MLT CHARGE
1672,Ross Memorial Hospital,CORE,"MLT CHARGE, BLOOD BANK"
1673,Ross Memorial Hospital,CORE,"MLT CHARGE, CHEMISTRY"
1675,Ross Memorial Hospital,DIADM,"INTEGRATED DIR, DI & LABORATORY"
1676,Ross Memorial Hospital,ECG,LAB TECHNICIAN
1677,Ross Memorial Hospital,INF,"RN, INFECTION CONTROL"
1678,Ross Memorial Hospital,CDPC,"RN, INFECTION CONTROL"
1679,Ross Memorial Hospital,INF,"MANAGER, INFECTION PREVENTION & CONTROL"
1680,Ross Memorial Hospital,CCP1,ORDERLY
1681,Ross Memorial Hospital,CCP2,"RPN, CCP2"
1682,Ross Memorial Hospital,NFP,"RN, FLOAT POOL"
1683,Ross Memorial Hospital,PHYBC,PHYSIOTHERAPIST - BUNDLED CARE
1684,Ross Memorial Hospital,PHYBC,REHAB ASSISTANT - BC
1686,Ross Memorial Hospital,PHY,REHAB ASSISTANT
1687,Ross Memorial Hospital,PHY,REHAB ASSISTANT - ARM
1688,Ross Memorial Hospital,PHY,REHAB ASSISTANT - PHYSIOTHERAPY
1689,Ross Memorial Hospital,ARM,CLINICAL NURSE SPECIALIST NAVIGATOR
1690,Ross Memorial Hospital,CARD,PHYSIOTHERAPIST - CARDIAC REHAB
1691,Ross Memorial Hospital,CARD,REHAB ASSISTANT - CARDIAC REHAB
1692,Ross Memorial Hospital,CCP1,CLINICAL RESOURCE NURSE
1693,Ross Memorial Hospital,CCP1,"RN, CCP1"
1694,Ross Memorial Hospital,CCP1,"RN, CCP1 JOBSHARE"
1695,Ross Memorial Hospital,CCP1,"RPN, CCP1"
1697,Ross Memorial Hospital,CCP2,PHYSIOTHERAPIST
1698,Ross Memorial Hospital,CCP2,"RN, CCP PTB"
1699,Ross Memorial Hospital,CCP2,"RN, CCP2"
1700,Ross Memorial Hospital,CCP2,"RN, CCP2 PTB"
1701,Ross Memorial Hospital,CCP2,"RN, CCP2 TEAM LEAD"
1702,Ross Memorial Hospital,CCP2,"WARD CLERK, CCP 2"
1703,Ross Memorial Hospital,CDAC,"RPN, CDAC"
1704,Ross Memorial Hospital,CHAP,SPIRITUAL CARE TEAM
1705,Ross Memorial Hospital,CIS,"DIRECTOR, PROFESSIONAL PRAC, QUALITY, RISK AND IPAC"
1706,Ross Memorial Hospital,CLNUT,"CO-ORDINATOR, CLINICAL NUTRITION"
1708,Ross Memorial Hospital,EEDUC,"CO-ORDINATOR, CLINICAL EDUCATION"
1709,Ross Memorial Hospital,GENSW,DISCHARGE SUPPORT COUNSELLOR
1710,Ross Memorial Hospital,GENSW,SOCIAL WORKER BSW - ARM
1711,Ross Memorial Hospital,ICU,"RN, INTENSIVE CARE"
1712,Ross Memorial Hospital,ICU,"RN, INTENSIVE CARE JOBSHARE"
1713,Ross Memorial Hospital,ICU,"RN, INTENSIVE CARE PTB"
1714,Ross Memorial Hospital,ICU,"UNIT MANAGER, ICU/RESPIRATORY/PATIENT FLOW"
1715,Ross Memorial Hospital,ICU,"WARD CLERK, ICU"
1716,Ross Memorial Hospital,MED,"RN, MEDICAL"
1717,Ross Memorial Hospital,MED,"RN, MEDICAL JOB SHARE"
1719,Ross Memorial Hospital,MED,"RN, MEDICAL PT WKND WRKR"
1720,Ross Memorial Hospital,MED,"RN, MEDICAL PTB"
1721,Ross Memorial Hospital,MED,"RPN, MEDICAL"
1722,Ross Memorial Hospital,MED,"UNIT MANAGER, MEDICAL, FLOAT POOL"
1723,Ross Memorial Hospital,MED,"WARD CLERK, MEDICAL"
1724,Ross Memorial Hospital,NFP,"RN, FLOAT"
1725,Ross Memorial Hospital,NUT,DIET TECHNICIAN
1726,Ross Memorial Hospital,NUT,FOOD PRODUCTION ASSISTANT
1727,Ross Memorial Hospital,NUT,FOOD SERVICE ASSISTANT
1728,Ross Memorial Hospital,NUT,"MANAGER, NUTRITION SERVICES/PRINT SHOP"
1730,Ross Memorial Hospital,OTGEN,REHAB ASSISTANT
1731,Ross Memorial Hospital,PALL,"UNIT MANAGER, SR SERVICES, /S WORK /ARM"
1732,Ross Memorial Hospital,PHYBC,PHYSTIOTHERAPIST - BUNDLED CARE
1733,Ross Memorial Hospital,RECR,RECREATION THERAPIST
1734,Ross Memorial Hospital,RHBPSY,"INTERIM DIRECTOR, CCP1, CCP2, MH"
1735,Ross Memorial Hospital,SURG,"RN, SURGICAL"
1736,Ross Memorial Hospital,SURG,"RN, SURGICAL JOB SHARE"
1737,Ross Memorial Hospital,SURG,"RN, SURGICAL PTB"
1738,Ross Memorial Hospital,SURG,"RPN , SURGICAL"
1739,Ross Memorial Hospital,SURG,"RPN, SURGICAL"
1741,Ross Memorial Hospital,SURG,"WARD CLERK, SURG 4TH FLOOR"
1742,Ross Memorial Hospital,SURG,"WARD CLERK, SURGICAL"
1743,Ross Memorial Hospital,DEC,DATA QUALITY ANALYST
1744,Ross Memorial Hospital,DEC,DECISION SUPPORT INFORMATION ANALYST
1745,Ross Memorial Hospital,CARD,"RN, CARDIAC REHABILITATION"
1746,Ross Memorial Hospital,ECHO,ECHOCARDIOGRAPHER
1747,Ross Memorial Hospital,CDAC,"ENVIRONMENTAL SERVICES I, CDAC"
1748,Ross Memorial Hospital,HSKG,ENVIRONMENTAL SERVICES
1749,Ross Memorial Hospital,HSKG,ENVIRONMENTAL SERVICES I
1750,Ross Memorial Hospital,HSKG,ENVIRONMENTAL SERVICES II - GROUNDS
1752,Ross Memorial Hospital,HSKG,SUPPORT SERVICES QUALITY COORDINATOR
1753,Ross Memorial Hospital,PO,"DIRECTOR, ENGINEERING & MAINTENANCE"
1754,Ross Memorial Hospital,ACCT,ACCOUNTS RECEIVABLE CLERK
1755,Ross Memorial Hospital,ACCT,CASHIER
1756,Ross Memorial Hospital,ACCT,"DIRECTOR, FINANCE"
1757,Ross Memorial Hospital,ACCT,FINANCIAL ANALYST
1758,Ross Memorial Hospital,ACCT,FINANCIAL ASSISTANT
1759,Ross Memorial Hospital,ADM,CHIEF FINANCIAL OFFICER & CIO
1760,Ross Memorial Hospital,CIS,"SUPERVISOR, ACCOUNTING"
1761,Ross Memorial Hospital,HREC,HEALTH RECORDS CLERK
1763,Ross Memorial Hospital,HREC,"MANAGER, HEALTH RECORDS & ADMITTING"
1764,Ross Memorial Hospital,HREC,"TRANSCRIPTIONIST, HEALTH RECORDS"
1765,Ross Memorial Hospital,PSYCH,"RN, MENTAL HEALTH"
1766,Ross Memorial Hospital,PSYCH,"SECRETARY, MENTAL HEALTH"
1767,Ross Memorial Hospital,PSYCH,"UNIT MANAGER, MENTAL HEALTH & DIALYSIS"
1768,Ross Memorial Hospital,OR,RN FIRST ASSIST OR
1769,Ross Memorial Hospital,OR,"RN, OPERATING ROOM"
1770,Ross Memorial Hospital,ENDO,"RN, AMBULATORY CARE"
1771,Ross Memorial Hospital,ENDO,"RPN, AMBULATORY CARE"
1772,Ross Memorial Hospital,COMB,"RN, AMBULATORY CARE"
1774,Ross Memorial Hospital,OR,"RPN, OPERATING ROOM"
1775,Ross Memorial Hospital,OR,"UNIT MANAGER, PERIOPERATIVE & MDRD"
1776,Ross Memorial Hospital,PREOP,"RN, AMBULATORY CARE"
1777,Ross Memorial Hospital,PUR,PLEXXUS COORDINATOR
1778,Ross Memorial Hospital,RE,"RN, RECOVERY ROOM"
1779,Ross Memorial Hospital,RE,"RN, RECOVERY ROOM JOB SHARE"
1780,Ross Memorial Hospital,RE,"RPN, RECOVERY ROOM"
1781,Ross Memorial Hospital,STER,MDR INVENTORY CONTROLLER
1782,Ross Memorial Hospital,STER,MDR TECHNICIAN - LEADHAND
1852,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,"MANAGER, WORKPLACE HEALTH AND SAFETY"
1853,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,OCCUPATIONAL HEALTH NURSE
1854,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,REGISTERED NURSE
1855,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,SAFETY ASSISTANT
1856,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,STUDENT
1857,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,WORKPLACE HEALTH & SAFETY ASSISTANT
1858,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,WORKPLACE HEALTH & SAFETY COORDINATOR
1860,Scarborough Health Network,ORTHOPAEDIC CLINIC,REGISTERED NURSE
1861,Scarborough Health Network,PAEDIATRIC DAY CLINIC,REGISTERED NURSE
1862,Scarborough Health Network,PAEDIATRIC DEVELOPMENTAL SCREENING,OCCUPATIONAL THERAPIST
1863,Scarborough Health Network,PLASTICS CLINIC,REGISTERED NURSE
1864,Scarborough Health Network,PLASTICS CLINIC,REGISTERED PRACTICAL NURSE
1865,Scarborough Health Network,SATELLITE HEMODIALYSIS UNIT,REGISTERED NURSE
1866,Scarborough Health Network,SATELLITE HEMODIALYSIS UNIT,REGISTERED PRACTICAL NURSE
1867,Scarborough Health Network,SATELLITE HEMODIALYSIS UNIT,TEAM ATTENDANT
1868,Scarborough Health Network,SHN BR ASSESSMENT CLINIC,REGISTERED NURSE
1869,Scarborough Health Network,SHN BR ASSESSMENT CLINIC,REGISTERED PRACTICAL NURSE
1871,Scarborough Health Network,SHN BR ASSESSMENT CLINIC,TELE SCREENER
1872,Scarborough Health Network,STROKE PREVENTION CLINIC,REGISTERED NURSE - CENTENARY
1873,Scarborough Health Network,BR SURGICAL SUITES,ANAESTHESIA ASSISTANT
1874,Scarborough Health Network,C CARDIAC CATH LAB,ANAESTHESIA ASSISTANT
1875,Scarborough Health Network,C OR -MAIN,ANAESTHESIA ASSISTANT
1876,Scarborough Health Network,C OR -MAIN,REG. RESPIRATORY THERAPIST
1877,Scarborough Health Network,SURGICAL SUITES,ANAESTHESIA ASSISTANT
1878,Scarborough Health Network,BR EMERGENCY,REGISTERED NURSE
1879,Scarborough Health Network,BR EMERGENCY,LAB TECHNICIAN
1880,Scarborough Health Network,EMERGENCY,LAB TECHNICIAN
1882,Scarborough Health Network,BR EMERGENCY,EXTERN
1883,Scarborough Health Network,BR EMERGENCY,GEM REGISTERED NURSE
1884,Scarborough Health Network,BR EMERGENCY,NURSE EXTERN
1885,Scarborough Health Network,BR EMERGENCY,PATIENT CARE COORDINATOR
1886,Scarborough Health Network,BR EMERGENCY,REGISTERED PRACTICAL NURSE
1887,Scarborough Health Network,BR EMERGENCY,TEAM ATTENDANT
1888,Scarborough Health Network,C EMERGENCY,NP PRIMARY CARE - GEM
1889,Scarborough Health Network,C EMERGENCY,NURSE EXTERN
1890,Scarborough Health Network,C EMERGENCY,REGISTERED NURSE
1891,Scarborough Health Network,C EMERGENCY,REGISTERED PRACTICAL NURSE
1893,Scarborough Health Network,C EMERGENCY,UNIT COORDINATOR
1894,Scarborough Health Network,DIVISION OF AMBULATORY CARE ADMIN,"MANAGER, EMERGENCY CARE BR"
1895,Scarborough Health Network,DIVISION OF AMBULATORY CARE ADMIN,"MANAGER, EMERGENCY CARE CEN"
1896,Scarborough Health Network,DIVISION OF AMBULATORY CARE ADMIN,"MANAGER, EMERGENCY CARE GEN"
1897,Scarborough Health Network,EMERGENCY,EMERG UNIT CLERK 5
1898,Scarborough Health Network,EMERGENCY,GEM REGISTERED NURSE
1899,Scarborough Health Network,EMERGENCY,PATIENT CARE COORDINATOR
1900,Scarborough Health Network,EMERGENCY,PERSONAL SUPPORT WORKER
1901,Scarborough Health Network,EMERGENCY,PROGRAM ANALYST
1902,Scarborough Health Network,EMERGENCY,REGISTERED NURSE
1904,Scarborough Health Network,EMERGENCY,TEAM ATTENDANT
1905,Scarborough Health Network,P4R BIRCHMOUNT IN-YEAR INITIATIVES,PHYSICIAN ASSISTANT
1906,Scarborough Health Network,C CHEMO TREATMENT CLINIC,REGISTERED NURSE
1907,Scarborough Health Network,ONCOLOGY CLINIC,REGISTERED NURSE
1908,Scarborough Health Network,C CHEMO TREATMENT CLINIC,"ONCOLOGY, BEST PRACTICE LEADER"
1909,Scarborough Health Network,C CHEMO TREATMENT CLINIC,UNIT CLERK II
1910,Scarborough Health Network,DIVISION MGMT REGIONAL CANCER PROGRAM,"PATIENT CARE MANAGER, RCP & T6"
1911,Scarborough Health Network,ONCOLOGY CLINIC,UNIT CLERK II
1912,Scarborough Health Network,REGIONAL CANCER PROGRAM - ONCOLOGY,REGISTERED NURSE
1913,Scarborough Health Network,REGIONAL CANCER PROGRAM - ONCOLOGY,SECRETARY III
1915,Scarborough Health Network,BLOOD COLLECTION,LAB TECHNICIAN
1916,Scarborough Health Network,BR ECG,LAB TECHNICIAN
1917,Scarborough Health Network,BR HEMATOLOGY,MEDICAL LAB TECHNOLOGIST
